"<selenium.webdriver.remote.webelement.WebElement (session=""ec801a75909ca8d7f93d325913236063"", element=""5d84c3f8-965b-4a37-b7fc-2cc01d9224bb"")>",engineer,2022-12-19 14:01:13.879874
"<selenium.webdriver.remote.webelement.WebElement (session=""ec801a75909ca8d7f93d325913236063"", element=""addba85b-5886-4751-a005-89ce8bfe82dd"")>",engineer,2022-12-19 14:04:51.013823
"<selenium.webdriver.remote.webelement.WebElement (session=""ec801a75909ca8d7f93d325913236063"", element=""cb14546d-b5ed-43ac-abd5-55983bb8446f"")>",engineer,2022-12-19 14:07:52.950011
"<selenium.webdriver.remote.webelement.WebElement (session=""14bcfe72349fbfffa6e3ff78c89d6216"", element=""981230ab-7c5e-4cda-88c6-5f6f9dedfaa0"")>",electrical engineer,2022-12-19 23:01:17.697195
"<selenium.webdriver.remote.webelement.WebElement (session=""c439e5215958564d0a447591bd1c1a3f"", element=""3bd4606f-c4f1-4342-af4c-88eaf7b02b12"")>",electrical engineer,2022-12-19 23:05:37.668141
